Type_code,Type,amount,nameOrig,nameDest,Date,Orig_Location,Dest_Location,isFraud
4,CASH_OUT,3500,386,390,25-Jun-20,US_NEWJ,US_NEWJ,0
1,CASH_IN,28000,363,363,25-Jun-20,US_NEWJ,US_NEWJ,0
2,TRANSFER,8000,363,301,25-Jun-20,US_NEWJ,US_LASV,0
2,TRANSFER,6000,363,302,25-Jun-20,US_NEWJ,US_LASV,0
2,TRANSFER,5000,363,303,25-Jun-20,US_NEWJ,US_LASV,0
2,TRANSFER,9000,363,304,25-Jun-20,US_NEWJ,US_LASV,0
2,TRANSFER,3000,302,301,25-Jun-20,US_LASV,US_LASV,0
2,TRANSFER,11000,301,318,25-Jun-20,US_LASV,US_LASV,0
2,TRANSFER,3000,302,308,25-Jun-20,US_LASV,US_LASV,0
2,TRANSFER,3000,303,307,25-Jun-20,US_LASV,US_LASV,0
2,TRANSFER,2000,303,306,25-Jun-20,US_LASV,US_LASV,0
2,TRANSFER,9000,304,306,25-Jun-20,US_LASV,US_LASV,0
2,TRANSFER,1000,307,308,25-Jun-20,US_LASV,US_LASV,0
4,CASH_OUT,4000,308,313,25-Jun-20,US_LASV,US_LASV,0
2,TRANSFER,2000,307,312,25-Jun-20,US_LASV,US_LASV,0
2,TRANSFER,5000,306,310,25-Jun-20,US_LASV,US_LASV,0
2,TRANSFER,6000,306,311,25-Jun-20,US_LASV,US_LASV,0
2,TRANSFER,5000,318,312,25-Jun-20,US_LASV,US_LASV,0
4,CASH_OUT,7000,312,326,24-Jun-20,US_LASV,US_LASV,0
2,TRANSFER,3000,310,327,24-Jun-20,US_LASV,US_LASV,0
2,TRANSFER,2000,310,328,24-Jun-20,US_LASV,US_LASV,0
4,CASH_OUT,6000,311,329,24-Jun-20,US_LASV,US_LASV,0
4,CASH_OUT,6000,318,320,24-Jun-20,US_LASV,US_LASV,0
4,CASH_OUT,3000,327,340,24-Jun-20,US_LASV,US_LASV,0
4,CASH_OUT,2000,328,340,24-Jun-20,US_LASV,US_LASV,0
1,CASH_IN,220,822,822,24-Jun-20,US_SEAT,US_SEAT,0
1,CASH_IN,210,823,823,24-Jun-20,US_CHI,US_CHI,0
1,CASH_IN,590,825,825,24-Jun-20,US_CHI,US_CHI,0
1,CASH_IN,680,826,826,24-Jun-20,US_CHI,US_CHI,0
1,CASH_IN,370,832,832,24-Jun-20,US_CHI,US_CHI,0
1,CASH_IN,860,833,833,24-Jun-20,US_CHI,US_CHI,0
1,CASH_IN,190,835,835,24-Jun-20,US_CHI,US_CHI,0
2,TRANSFER,120,822,823,24-Jun-20,US_SEAT,US_CHI,0
2,TRANSFER,230,823,824,24-Jun-20,US_CHI,US_CHI,0
2,TRANSFER,360,825,824,24-Jun-20,US_CHI,US_CHI,0
2,TRANSFER,180,825,832,24-Jun-20,US_CHI,US_CHI,0
2,TRANSFER,280,824,826,24-Jun-20,US_CHI,US_CHI,0
2,TRANSFER,200,824,827,24-Jun-20,US_CHI,US_CHI,0
2,TRANSFER,310,826,832,24-Jun-20,US_CHI,US_CHI,0
2,TRANSFER,50,827,828,24-Jun-20,US_CHI,US_CHI,0
2,TRANSFER,60,827,829,24-Jun-20,US_CHI,US_CHI,0
2,TRANSFER,40,827,830,24-Jun-20,US_CHI,US_CHI,0
2,TRANSFER,30,829,830,24-Jun-20,US_CHI,US_CHI,0
2,TRANSFER,10,829,832,24-Jun-20,US_CHI,US_CHI,0
2,TRANSFER,20,829,833,24-Jun-20,US_CHI,US_CHI,0
2,TRANSFER,20,830,831,24-Jun-20,US_CHI,US_CHI,0
2,TRANSFER,30,830,833,24-Jun-20,US_CHI,US_CHI,0
2,TRANSFER,20,830,834,24-Jun-20,US_CHI,US_CHI,0
2,TRANSFER,410,832,835,24-Jun-20,US_CHI,US_CHI,0
2,TRANSFER,580,833,835,24-Jun-20,US_CHI,US_CHI,0
2,TRANSFER,10,834,835,24-Jun-20,US_CHI,US_CHI,0
1,TRANSFER,800,835,904,24-Jun-20,US_CHI,US_DALL,0
2,TRANSFER,7770,836,837,24-Jun-20,US_CHI,US_CHI,0
2,TRANSFER,7770,836,838,24-Jun-20,US_CHI,US_CHI,0
2,TRANSFER,7770,836,839,24-Jun-20,US_CHI,US_CHI,0
2,TRANSFER,5550,836,840,24-Jun-20,US_CHI,US_CHI,0
2,TRANSFER,5550,836,841,24-Jun-20,US_CHI,US_CHI,0
2,TRANSFER,5550,836,842,24-Jun-20,US_CHI,US_CHI,0
2,TRANSFER,5550,836,843,24-Jun-20,US_CHI,US_CHI,0
2,TRANSFER,5550,836,844,24-Jun-20,US_CHI,US_CHI,0
2,TRANSFER,5550,836,845,24-Jun-20,US_CHI,US_CHI,0
2,TRANSFER,5550,836,846,24-Jun-20,US_CHI,US_CHI,0
2,TRANSFER,3340,836,847,24-Jun-20,US_CHI,US_CHI,0
2,TRANSFER,3340,836,848,24-Jun-20,US_CHI,US_CHI,0
2,TRANSFER,3340,836,849,24-Jun-20,US_CHI,US_CHI,0
2,TRANSFER,3340,836,850,24-Jun-20,US_CHI,US_CHI,0
2,TRANSFER,3340,836,851,24-Jun-20,US_CHI,US_CHI,0
2,TRANSFER,3340,836,852,24-Jun-20,US_CHI,US_CHI,0
2,TRANSFER,3340,836,853,24-Jun-20,US_CHI,US_CHI,0
2,TRANSFER,5700,837,854,24-Jun-20,US_CHI,US_CHI,0
2,TRANSFER,4100,838,855,24-Jun-20,US_CHI,US_CHI,0
2,TRANSFER,3210,839,855,24-Jun-20,US_CHI,US_CHI,0
2,TRANSFER,3420,839,856,24-Jun-20,US_CHI,US_CHI,0
2,TRANSFER,2710,840,857,24-Jun-20,US_CHI,US_CHI,0
2,TRANSFER,1790,850,857,23-Jun-20,US_CHI,US_CHI,0
2,TRANSFER,810,850,858,23-Jun-20,US_CHI,US_CHI,0
2,TRANSFER,3180,851,858,23-Jun-20,US_CHI,US_CHI,0
2,TRANSFER,1870,854,859,23-Jun-20,US_CHI,US_CHI,0
2,TRANSFER,1280,854,860,23-Jun-20,US_CHI,US_CHI,0
2,TRANSFER,2100,855,861,23-Jun-20,US_CHI,US_CHI,0
2,TRANSFER,1780,855,862,23-Jun-20,US_CHI,US_CHI,0
2,TRANSFER,890,856,863,23-Jun-20,US_CHI,US_CHI,0
2,TRANSFER,720,856,864,23-Jun-20,US_CHI,US_CHI,0
2,TRANSFER,2200,857,865,23-Jun-20,US_CHI,US_CHI,0
2,TRANSFER,1100,857,866,23-Jun-20,US_CHI,US_CHI,0
2,TRANSFER,700,858,867,23-Jun-20,US_CHI,US_CHI,0
2,TRANSFER,910,858,868,23-Jun-20,US_CHI,US_CHI,0
2,TRANSFER,1230,851,869,23-Jun-20,US_CHI,US_CHI,0
2,TRANSFER,230,851,870,23-Jun-20,US_CHI,US_CHI,0
2,TRANSFER,120,851,871,23-Jun-20,US_CHI,US_CHI,0
2,TRANSFER,310,851,872,23-Jun-20,US_CHI,US_CHI,0
2,TRANSFER,400,852,873,23-Jun-20,US_CHI,US_CHI,0
2,TRANSFER,700,852,874,23-Jun-20,US_CHI,US_CHI,0
2,TRANSFER,200,852,875,23-Jun-20,US_CHI,US_NY,0
2,TRANSFER,100,852,876,23-Jun-20,US_CHI,US_NY,0
2,TRANSFER,600,852,877,23-Jun-20,US_CHI,US_NY,0
2,TRANSFER,800,853,878,23-Jun-20,US_CHI,US_NY,0
2,TRANSFER,180,853,879,23-Jun-20,US_CHI,US_NY,0
2,TRANSFER,190,853,880,23-Jun-20,US_CHI,US_NY,0
2,TRANSFER,210,853,881,23-Jun-20,US_CHI,US_NY,0
2,TRANSFER,300,853,882,23-Jun-20,US_CHI,US_NY,0
2,TRANSFER,200,853,883,23-Jun-20,US_CHI,US_NY,0
1,CASH_IN,900,884,884,23-Jun-20,US_NY,US_NY,0
1,CASH_IN,780,891,891,23-Jun-20,US_NY,US_NY,0
1,CASH_IN,630,898,898,23-Jun-20,US_DALL,US_DALL,0
2,TRANSFER,870,884,885,23-Jun-20,US_NY,US_NY,0
2,TRANSFER,800,885,886,23-Jun-20,US_NY,US_NY,0
2,TRANSFER,320,886,887,23-Jun-20,US_NY,US_NY,0
2,TRANSFER,450,886,888,23-Jun-20,US_NY,US_NY,0
2,TRANSFER,210,887,889,23-Jun-20,US_NY,US_NY,0
2,TRANSFER,100,887,890,23-Jun-20,US_NY,US_NY,0
2,TRANSFER,430,888,889,23-Jun-20,US_NY,US_NY,0
2,TRANSFER,210,889,890,23-Jun-20,US_NY,US_NY,0
2,TRANSFER,230,889,894,23-Jun-20,US_NY,US_NY,0
2,TRANSFER,200,889,897,23-Jun-20,US_NY,US_DALL,0
2,TRANSFER,300,890,897,23-Jun-20,US_NY,US_DALL,0
2,TRANSFER,500,891,892,23-Jun-20,US_NY,US_NY,0
2,TRANSFER,270,891,893,23-Jun-20,US_NY,US_NY,0
2,TRANSFER,210,892,894,23-Jun-20,US_NY,US_NY,0
2,TRANSFER,290,892,895,23-Jun-20,US_NY,US_NY,0
2,TRANSFER,110,893,896,23-Jun-20,US_NY,US_NY,0
2,TRANSFER,120,893,897,23-Jun-20,US_NY,US_DALL,0
2,TRANSFER,400,894,897,23-Jun-20,US_NY,US_DALL,0
2,TRANSFER,250,895,897,23-Jun-20,US_NY,US_DALL,0
2,TRANSFER,100,896,897,23-Jun-20,US_NY,US_DALL,0
2,TRANSFER,850,897,904,23-Jun-20,US_DALL,US_DALL,0
2,TRANSFER,320,898,899,23-Jun-20,US_DALL,US_DALL,0
2,TRANSFER,310,898,900,22-Jun-20,US_DALL,US_DALL,0
2,TRANSFER,310,899,902,22-Jun-20,US_DALL,US_DALL,0
2,TRANSFER,300,900,901,22-Jun-20,US_DALL,US_DALL,0
2,TRANSFER,280,901,903,22-Jun-20,US_DALL,US_DALL,0
2,TRANSFER,310,902,903,22-Jun-20,US_DALL,US_DALL,0
2,TRANSFER,580,903,904,22-Jun-20,US_DALL,US_DALL,0
1,TRANSFER,1400,904,905,22-Jun-20,US_DALL,US_DALL,0
1,CASH_IN,1700,905,905,22-Jun-20,US_DALL,US_DALL,0
1,CASH_IN,1300,906,906,22-Jun-20,US_DALL,US_DALL,0
1,CASH_IN,900,907,907,22-Jun-20,US_DALL,US_DALL,0
1,CASH_IN,810,908,908,22-Jun-20,US_DALL,US_DALL,0
1,CASH_IN,760,909,909,22-Jun-20,US_DALL,US_DALL,0
1,CASH_IN,810,910,910,22-Jun-20,US_DALL,US_DALL,0
1,CASH_IN,980,911,911,22-Jun-20,US_DALL,US_DALL,0
1,CASH_IN,1410,912,912,22-Jun-20,US_DALL,US_DALL,0
